MACHO_Id,Amplitude,AndersonDarling,B_R,Beyond1Std,Bmean,CAR_sigma,CAR_tau,CAR_tmean,Con,Eta_B_R,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,LinearTrend,MaxSlope,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodLS,Period_fit,Q31,Q31B_R,Rcs,Skew,SlottedA,SmallKurtosis,Std,StetsonJ,StetsonK,StetsonK_AC,StetsonL,VariabilityIndex,autocor,automean,meanvariance,Class
2.5393.11,0.3095,5.682978877,1.471353576,0.286245353,-8.019061338,-0.022772519,40.73693597,-0.196849889,0.03538175,0.163657992,30.3304862,0.144044321,0.243767313,0.390581717,0.542936288,0.761772853,2.75E-06,4.360465116,0.0685,0.463754647,-0.166666667,-0.042081673,-0.044945219,121.9423877,3.55E-90,0.141,0.133,75.476107,0.352838384,32,-0.099870018,0.106149339,0.232404653,0.795580781,1.414090721,0.183533823,0.118137584,13,-8.019061338,-0.013237128,4
2.5393.12,0.3755,4.050388402,1.662012353,0.299074074,-7.759668519,-0.021403016,96.89075766,-0.080086777,0.035250464,0.097550848,10.51422158,0.132450331,0.273730684,0.410596026,0.560706402,0.737306843,-4.60E-06,3.329571105,0.093,0.425925926,-0.033333333,-0.053803578,-0.058308663,119.1608536,1.11E-36,0.186,0.191,57.2196981,0.455345552,28,0.105429317,0.135486494,0.164392858,0.793340278,1.413997641,0.121874737,0.07705475,11,-7.759668519,-0.017460346,4
2.5393.24,0.164,1.507950905,1.140137822,0.295813953,-7.079497674,-0.017293868,7.07575314,-1.000529207,0.004659832,0.857819262,451.6971919,0.144067797,0.254237288,0.389830508,0.550847458,0.771186441,6.63E-06,7.618510157,0.022,0.665116279,-0.033333333,-0.028115287,-0.016671376,25.42840645,3.53E-35,0.046,0.054,197.9405126,-0.025718093,12,1.03259554,0.03573253,0.038969101,0.780850836,1.414853819,0.028555506,0.808642656,4,-7.079497674,-0.005047326,4
2.5393.25,0.9735,3.335676454,1.909332415,0.318097015,-6.254117537,0.038324808,191.9395992,-0.032583779,0.035514019,0.055358879,2.74861472,0.15339664,0.255661066,0.351351351,0.504747991,0.742878013,2.27E-05,4.627539502,0.2405,0.40391791,0.1,-0.155171045,-0.217318835,209.2953454,1.58E-72,0.4805,0.473,16.04941512,0.004610306,32,-0.158049256,0.389295874,0.189107716,0.798619184,1.41148518,0.139802283,0.045419922,13,-6.254117537,-0.062246332,4
2.5393.27,0.279,2.59636677,1.193740223,0.303903346,-6.983944238,-0.021073402,9.925158923,-0.703660696,0.010242086,0.596447746,63.99209547,0.153846154,0.269230769,0.403846154,0.564102564,0.788461538,-1.12E-05,3.832676303,0.031,0.756505576,0.033333333,-0.049513452,-0.022323984,43.41765144,2.24E-33,0.063,0.066,143.4908418,0.475128455,12,2.177875687,0.048626207,0.095975904,0.783697458,1.414179414,0.075148481,0.576338187,5,-6.983944238,-0.006962571,4
2.5394.12,0.586,11.75832698,1.769809942,0.25574977,-7.102045998,-0.026843383,105.3188394,-0.067433766,0.048847926,0.064410015,17.5818334,0.109375,0.213541667,0.315972222,0.489583333,0.710069444,3.01E-05,5.913272011,0.092,0.593376265,0.166666667,-0.100618325,-0.080944351,168.2993499,2.90E-77,0.182,0.188,40.93102699,0.772514484,44,1.345153173,0.173355827,-0.080952239,0.738720715,1.414443648,-0.059085046,0.081267656,15,-7.102045998,-0.02440928,4
2.5394.13,0.911,5.239748314,1.393013536,0.289571695,-7.489453445,-0.03154109,168.2646597,-0.044509961,0.031716418,0.049571887,6.44256754,0.163900415,0.268672199,0.394190871,0.566390041,0.779045643,7.06E-05,8.059100069,0.183,0.498137803,-0.3,-0.157426466,-0.128012748,112.5864617,3.53E-94,0.37925,0.4725,25.00383915,0.539770094,28,0.506422176,0.299249278,0.06025635,0.792032814,1.413090577,0.044994448,0.043863054,13,-7.489453445,-0.03995609,4
2.5394.17,0.373,0.60337819,0.883082947,0.303773585,-7.638131132,-0.028691302,20.32315795,-0.375833871,0.017013233,0.356264761,15.43864995,0.150159744,0.255591054,0.383386581,0.54313099,0.75399361,-1.55E-05,3.103837471,0.06,0.599056604,-0.033333333,-0.060364017,-0.04098468,70.36653853,5.93E-37,0.12,0.129,81.6252212,0.172843626,16,0.598296662,0.093487406,0.120120764,0.782595308,1.414107981,0.08728958,0.282988079,6,-7.638131132,-0.012239565,4
2.5395.24,0.2605,1.55711185,1.27380839,0.314849624,-7.784761278,0.029802233,12.75970842,-0.610104951,0.013182674,0.274864515,80.02394829,0.197478992,0.319327731,0.445378151,0.588235294,0.773109244,6.23E-06,6.298449612,0.052,0.507518797,0.233333333,-0.039450013,-0.030583398,44.7261286,6.59E-37,0.10525,0.117,104.9910915,0.059041634,16,0.033133777,0.074076935,-0.015795832,0.817693344,1.414149397,-0.012654092,0.315486558,6,-7.784761278,-0.009515633,4
2.5395.26,0.1495,14.88108132,0.806116357,0.284522706,-7.883660797,-0.015661401,17.23266665,-0.457483508,0.020427112,0.398401474,486.9422984,0.120253165,0.234177215,0.373417722,0.575949367,0.784810127,1.47E-06,11.46640827,0.027,0.529193698,-0.166666667,-0.020400405,-0.020020274,296.8188535,2.69E-57,0.059,0.072,166.5053205,0.620289668,24,0.020112434,0.047303918,0.029386803,0.788337974,1.414843894,0.022869543,0.313133889,12,-7.883660797,-0.006000248,4
2.5395.31,0.6455,37.88740197,1.184187924,0.209236569,-7.441449576,-0.031713231,68.593102,-0.10848685,0.03871577,0.2154846,36.06562491,0.1125,0.228125,0.3765625,0.515625,0.7640625,-7.13E-05,12.76024178,0.092,0.612629595,0.1,-0.113524317,-0.085276482,453.4732483,1.38E-88,0.241,0.1515,36.95333534,1.306120103,68,1.641899801,0.201184627,0.588699932,0.773825459,1.414363105,0.344637389,0.070853472,39,-7.441449576,-0.027035677,4
2.5395.43,0.226,16.38336306,0.836299798,0.272983114,-7.14169137,-0.017970896,29.25827876,-0.244091302,0.031015038,0.420325695,94.2459917,0.128755365,0.240343348,0.369098712,0.515021459,0.74248927,8.10E-06,8.236434108,0.042,0.53564728,0.033333333,-0.038579815,-0.032569192,229.9300977,3.39E-95,0.086,0.0665,101.1186212,0.95653029,32,0.957156611,0.070560072,0.406992029,0.770403489,1.41414456,0.304790919,0.261677449,12,-7.14169137,-0.009880023,4
2.5396.10,0.1825,2.457797747,0.897564729,0.286403086,-7.90066731,-0.022287493,14.28412303,-0.553108321,0.019323671,0.402625043,153.169459,0.144329897,0.278350515,0.402061856,0.56185567,0.757731959,-5.87E-06,8.397932816,0.039,0.466730955,-0.166666667,-0.02555668,-0.024544534,360.4075015,2.16E-32,0.078,0.092,132.0219461,0.398456302,20,0.306132033,0.059786749,0.038420456,0.788992467,1.414855437,0.029267665,0.35117508,6,-7.90066731,-0.007567304,4
2.5396.15,0.348,2.380036318,1.134618214,0.310442145,-7.313464722,-0.020300105,43.93218919,-0.166471666,0.017907634,0.205779641,94.69608369,0.166112957,0.292358804,0.435215947,0.588039867,0.810631229,2.36E-05,8.559431524,0.066,0.524929445,0.033333333,-0.050833561,-0.041131457,466.4296269,1.22E-27,0.1305,0.129,77.78350301,0.335963507,20,0.102262887,0.093934338,0.121027437,0.803766715,1.414762965,0.095342969,0.183261986,7,-7.313464722,-0.012844027,4
2.5506.4607,0.749,1.055594548,1.862533607,0.312199808,-6.387336215,-0.03054594,157.4541665,-0.040566321,0.038498556,0.074709937,9.115721149,0.163802978,0.293241695,0.418098511,0.564719359,0.781214204,6.34E-05,6.782945736,0.181,0.408261287,0.433333333,-0.120368923,-0.13647022,123.6745223,1.39E-63,0.365,0.32475,23.54725165,0.151861602,32,0.035714432,0.270979573,0.064544106,0.797234234,1.413624183,0.047788516,0.06480841,12,-6.387336215,-0.042424504,4
2.5507.4384,2.8235,15.09147277,2.199753767,0.394610202,-5.550082772,0.101665941,495.3997977,-0.01120324,0,0.189517884,3.104466963,0.228783069,0.415873016,0.603174603,0.74962963,0.884867725,0.000103614,23.98419864,1.431,0.207892204,-0.566666667,-0.550334357,-0.853967106,255.0787022,1.06E-203,2.84,1.0675,3.566728838,0.077955216,52,-1.246212381,1.55439862,0.770041607,0.87200299,1.362579716,0.706230159,0.045089175,19,-5.550082772,-0.280067646,4
2.5508.2058,0.5365,1.341104626,2.093653008,0.334932821,-6.496632438,-0.036031877,61.40519309,-0.105799398,0.018269231,0.157244963,22.8435138,0.146456693,0.261417323,0.4,0.593700787,0.817322835,-3.53E-05,6.993995056,0.1245,0.436660269,-0.033333333,-0.087738168,-0.097572219,438.3022635,9.96E-98,0.25325,0.1955,33.76903876,-0.036402055,64,-0.313845081,0.192195753,0.390928575,0.801941364,1.413595858,0.302761604,0.104833174,24,-6.496632438,-0.029583904,4
2.5508.2071,1.2635,9.581291952,2.134697328,0.335978836,-6.405358466,0.066314733,108.1341873,-0.059235276,0.014588859,0.144799123,53.59433673,0.224424552,0.372762148,0.49488491,0.652173913,0.849744246,-0.00017177,22.61025297,0.3825,0.367724868,-0.1,-0.22113473,-0.239180303,325.804893,9.65E-102,0.77425,0.59,12.53758366,0.390347335,64,-0.652766194,0.510231183,0.401331509,0.851128233,1.409805278,0.327402214,0.0862917,20,-6.405358466,-0.079656929,4
2.5508.2727,2.7165,1.362284471,2.328892742,0.377067255,-3.133388093,-0.084317595,273.0925365,-0.011473723,0.030939227,0.362722889,160.003889,0.148664344,0.279616725,0.413182346,0.558943089,0.773809524,-0.000273811,101.1864786,0.682,0.392502756,0.1,-0.8782172,-1.080979284,333.1640192,2.24E-85,1.419,1.594,3.017134971,-0.074547068,64,-0.164402925,1.036907017,0.069943778,0.800095473,1.343631602,0.054009987,0.470669766,22,-3.133388093,-0.330921988,4
2.5509.22,0.587,2.533369312,1.079695793,0.339500463,-7.833188714,0.033529373,83.1659578,-0.094187441,0.02502317,0.082594051,1.901838955,0.143874644,0.279202279,0.454415954,0.633903134,0.829059829,1.93E-05,1.9751693,0.156,0.395004625,0.033333333,-0.089786042,-0.089403974,120.0370363,1.40E-136,0.319,0.264,35.65395325,0.274891364,24,-0.366285604,0.219497815,0.070576365,0.806434412,1.414313098,0.057711583,0.06607678,10,-7.833188714,-0.028021515,4
2.5509.26,0.394,0.900663956,1.549346111,0.321195145,-7.13637535,-0.049551175,9.458855895,-0.754464962,0.014031805,0.236034591,69.15990672,0.143250689,0.256198347,0.402203857,0.570247934,0.812672176,-1.31E-06,9.495826944,0.072,0.535014006,-0.1,-0.055625613,-0.050861707,76.28521935,6.68E-43,0.1455,0.1585,63.66856747,-0.187470388,20,0.180584951,0.111981287,-0.009429089,0.78594251,1.414700249,-0.007370651,0.283034174,8,-7.13637535,-0.01569162,4
2.5509.38,0.175,1.718076646,1.065566836,0.324577861,-7.021067542,0.021643788,7.922916478,-0.886172101,0.002819549,0.949838651,432.4789361,0.173611111,0.305555556,0.458333333,0.597222222,0.791666667,3.57E-06,8.059100069,0.032,0.534709193,-0.033333333,-0.02693075,-0.020518666,0.997253326,4.40E-95,0.066,0.06,156.7994455,-0.042309312,52,-0.040223646,0.044735885,0.213595089,0.814202391,1.4141849,0.166270963,0.690316767,17,-7.021067542,-0.006371664,4
2.5509.42,0.3655,2.02945682,1.396021795,0.291666667,-6.417962862,-0.033005474,24.1228796,-0.266052933,0.020871143,0.638514289,219.2095385,0.136919315,0.259168704,0.383863081,0.540342298,0.740831296,-4.69E-05,15.18897916,0.079,0.471014493,-0.033333333,-0.063210338,-0.063677409,47.45650273,8.65E-50,0.15725,0.125,52.31271305,0.354867399,16,0.236088698,0.122573549,0.463780274,0.783078197,1.413956987,0.314339026,0.305618857,8,-6.417962862,-0.019098513,4
2.5510.11,1.4665,16.15198072,1.704720792,0.365348399,-7.093134652,0.049569729,418.8790723,-0.01693361,0,0.018779558,0.919863505,0.246262093,0.421723835,0.620932278,0.776605101,0.901495163,-7.10E-05,6.268188943,0.7005,0.217514124,0.1,-0.21210427,-0.317841918,281.4661541,6.75E-212,1.411,0.93375,9.266169296,0.103648565,56,-1.244347431,0.764892495,0.307266253,0.87492523,1.406061139,0.296008209,0.013716193,22,-7.093134652,-0.107835609,4
2.5510.16,1.138,23.47815536,1.635255058,0.353376503,-7.174917669,0.047714594,297.4929205,-0.024117944,0,0.028227729,0.937352962,0.286516854,0.470224719,0.645505618,0.778089888,0.912359551,3.77E-05,5.167958656,0.545,0.191489362,-0.566666667,-0.174330817,-0.24433768,291.5185168,1.06E-211,1.149,0.704,11.67204908,0.172476256,56,-1.328074122,0.614218758,0.517852685,0.890409325,1.409724025,0.505416152,0.014852562,22,-7.174917669,-0.085606384,4
2.5510.18,0.285,2.315954972,1.166715988,0.282287823,-6.975273063,-0.050203579,2.818407628,-2.474898589,0.000924214,1.205495175,195.5128462,0.135,0.26,0.38,0.53,0.77,2.59E-06,7.080445919,0.0385,0.679889299,0.166666667,-0.044562258,-0.028657401,0.997253326,1.81E-25,0.076,0.08325,111.0654702,0.358972355,12,1.526583457,0.062745894,0.099874189,0.763517136,1.414156398,0.073057006,1.129886486,3,-6.975273063,-0.008995475,4
2.5510.36,0.4455,8.765313221,1.160291253,0.26635514,-6.394671028,-0.029905401,40.18170505,-0.159143845,0.026217228,0.329736559,89.12337098,0.168341709,0.281407035,0.422110553,0.582914573,0.801507538,7.42E-06,13.56589147,0.081,0.546728972,-0.033333333,-0.096225827,-0.062071117,243.6572678,4.23E-98,0.168,0.146,47.92965428,0.952119623,48,1.744637792,0.133291137,0.387482073,0.772651762,1.413906517,0.263924216,0.187054964,17,-6.394671028,-0.020844096,4
2.5511.16,0.7005,11.57999752,1.599778252,0.259552042,-6.744400527,-0.034386942,156.7266932,-0.043032877,0.023778071,0.06438992,6.573829787,0.136972194,0.285272915,0.438722966,0.614830072,0.859938208,0.000131124,3.357958362,0.204,0.358366271,-0.033333333,-0.139678798,-0.143067629,604.6309978,3.05E-84,0.425,0.2925,22.52889856,0.640620912,88,-0.395394549,0.298986563,0.105380193,0.809527572,1.413775924,0.096423618,0.062724149,28,-6.744400527,-0.044331081,4
2.5512.758,0.8215,17.33132794,1.681925026,0.282122905,-7.129311918,0.026392682,420.5485381,-0.016952412,0.025186567,0.033219334,8.560558226,0.208429119,0.364750958,0.505747126,0.650574713,0.835249042,-6.53E-05,14.32728901,0.328,0.238361266,0.166666667,-0.151747181,-0.181678964,302.3154989,2.77E-180,0.65975,0.5155,17.2508929,0.545916927,56,-0.67831233,0.412857209,0.348354012,0.84441227,1.411856484,0.276910151,0.019610244,23,-7.129311918,-0.057909825,4
2.5512.760,0.6495,5.700016896,1.473722993,0.276923077,-7.414292308,-0.055281859,23.4516888,-0.316151744,0.024665982,0.561235849,13.11286726,0.136042403,0.272084806,0.40459364,0.556537102,0.750883392,3.68E-05,4.198966408,0.114,0.562051282,0.233333333,-0.117504706,-0.076095725,201.5436659,4.40E-45,0.228,0.112,42.26265376,0.710778868,28,0.996579664,0.17524833,0.58898285,0.780099126,1.414544757,0.43701593,0.181225173,11,-7.414292308,-0.023636555,4
2.5513.11,0.477,35.10327304,1.294732629,0.250232558,-7.219124651,0.02202225,194.2551517,-0.037163105,0.031686859,0.119752909,3.716499876,0.117647059,0.223529412,0.401470588,0.611764706,0.872058824,-6.57E-06,3.068475452,0.117,0.448372093,-0.233333333,-0.093355299,-0.093355299,510.1574044,1.88E-142,0.2725,0.154,33.95812599,0.906578765,76,-0.104710819,0.212385374,0.539392045,0.808796228,1.414261646,0.385464199,0.04331731,29,-7.219124651,-0.029419824,4
2.5513.12,0.5055,1.575816043,1.336891948,0.298229264,-7.037509786,-0.030986809,63.00750943,-0.111693191,0.0410831,0.155142247,19.3162522,0.132376396,0.232854864,0.349282297,0.503987241,0.692185008,-3.13E-07,6.402530884,0.109,0.479030755,0.1,-0.077796706,-0.089011925,131.6535237,4.22E-37,0.219,0.20575,40.24950759,0.014895883,20,0.145916334,0.174680852,0.264882176,0.782772871,1.414437251,0.187942488,0.10250115,9,-7.037509786,-0.024821401,4
2.5513.8,0.407,31.41518211,1.51509237,0.247026532,-7.582396157,-0.02050622,135.2290636,-0.056070758,0.047662695,0.23973405,8.372407152,0.115107914,0.241007194,0.381294964,0.532374101,0.778776978,1.39E-05,4.097492053,0.089,0.473924977,0.166666667,-0.072308095,-0.072832067,960.2962906,2.70E-153,0.212,0.099,45.71484538,0.958296491,128,0.300137731,0.165720069,0.717105257,0.802007362,1.414524119,0.505027232,0.04969898,60,-7.582396157,-0.021855897,4
2.5514.16,0.556,4.190987652,1.376528875,0.322191272,-7.664083565,-0.029775034,98.1778622,-0.078063256,0.024186047,0.04889322,5.745294607,0.147239264,0.289877301,0.446319018,0.598159509,0.800613497,-2.55E-06,5.1973486,0.144,0.422469824,0.7,-0.074640523,-0.085228758,247.3490445,1.66E-132,0.291,0.184,39.13918095,0.164100984,44,-0.486082246,0.195635565,0.201226263,0.814404394,1.414410335,0.170178052,0.046523481,16,-7.664083565,-0.025526283,4
2.5514.18,0.266,2.425501481,1.101626631,0.351698806,-7.404019284,-0.021788847,42.27501017,-0.175139385,0.010119595,0.416561708,66.99756575,0.173913043,0.332298137,0.48757764,0.611801242,0.798136646,1.77E-05,6.044325052,0.079,0.349862259,-0.033333333,-0.036056718,-0.043484132,429.6062353,3.34E-17,0.157,0.0765,74.04578472,0.042826284,20,-0.603976341,0.099899227,0.49158113,0.829824548,1.414734333,0.416627527,0.188048853,8,-7.404019284,-0.013492567,4
2.5514.21,0.437,3.641159954,1.52066502,0.334565619,-7.073186691,-0.018790434,131.0598494,-0.053969135,0.012962963,0.090223138,51.49640306,0.198058252,0.326213592,0.466019417,0.611650485,0.809708738,-1.04E-06,12.76024178,0.1185,0.373382625,-0.566666667,-0.070591557,-0.072709304,217.6671592,1.78E-89,0.23975,0.205,44.82833956,0.093072111,40,-0.63738157,0.157639978,0.207199404,0.835791059,1.413862584,0.171116061,0.074776678,17,-7.073186691,-0.022286981,4
2.5514.24,0.628,2.833067594,1.458542479,0.304911956,-7.158179796,0.028289719,108.0147861,-0.06627037,0.040854225,0.081757612,11.77400526,0.139110604,0.241733181,0.369441277,0.483466363,0.641961231,-2.35E-05,6.531049253,0.161,0.403151066,0.033333333,-0.098815331,-0.122229965,163.2503694,9.87E-43,0.324,0.3235,30.01919891,0.364930705,28,0.110958445,0.238247901,0.219031864,0.793070058,1.414088544,0.155191009,0.05863156,13,-7.158179796,-0.033283308,4
2.5514.32,0.205,7.075804968,1.089788342,0.266106443,-7.139197946,-0.036652111,2.961969385,-2.410287555,0.002806361,1.145783919,182.2964543,0.131386861,0.240875912,0.343065693,0.525547445,0.729927007,2.23E-06,5.65245478,0.024,0.710550887,0.033333333,-0.035989357,-0.019184988,0.997253326,6.13E-19,0.047,0.056,160.5701002,0.902964735,12,3.413257497,0.044419779,0.167512037,0.733127212,1.414846849,0.108968778,0.966230229,4,-7.139197946,-0.006221956,4
2.5514.39,0.2435,2.104227939,1.258601571,0.273654917,-6.66159462,-0.019272667,14.03902852,-0.474505384,0.014869888,0.613184212,138.227658,0.143617021,0.255319149,0.377659574,0.531914894,0.755319149,1.32E-05,4.325448971,0.036,0.63729128,-0.1,-0.041122617,-0.028215519,562.9323083,7.57E-27,0.071,0.08475,113.0075733,0.271687759,16,1.30350046,0.058892814,0.083527538,0.764710057,1.414158428,0.056970181,0.533232945,7,-6.66159462,-0.008840648,4
2.5514.69,1.8445,27.71169833,1.807444444,0.300483092,-6.801409662,0.0490716,477.1908882,-0.014253017,0.032913843,0.019315769,3.811848104,0.195002048,0.337566571,0.509627202,0.655878738,0.830807046,-9.62E-05,13.72739018,0.507,0.365217391,0.566666667,-0.400567376,-0.346241135,270.3056261,5.30E-170,1.243,1.2305,8.423737049,0.83337328,44,-0.051302921,0.806773673,0.015211472,0.840874558,1.40503855,0.01083619,0.017635699,21,-6.801409662,-0.118618597,4
2.5515.12,0.168,0.771445294,1.129656164,0.292408622,-7.373262418,-0.022461077,9.029221876,-0.816599982,0.004694836,0.501492237,181.9084446,0.134969325,0.251533742,0.374233129,0.515337423,0.754601227,9.74E-06,4.853273137,0.03,0.543580131,0.033333333,-0.02563407,-0.02210769,29.52086246,1.85E-32,0.061,0.073,153.2125972,-0.03692971,12,0.302999271,0.048079446,-0.017397039,0.782108891,1.414846721,-0.012188002,0.561862065,4,-7.373262418,-0.006520783,4
2.5515.17,0.129,0.757412171,1.174838168,0.326779026,-7.100883895,-0.019062302,7.515427219,-0.944841017,0.003752345,0.722827873,267.5017753,0.162790698,0.302325581,0.426356589,0.596899225,0.80620155,-1.66E-06,6.944444444,0.027,0.480337079,0.1,-0.019146839,-0.01816134,27.52957325,9.53E-38,0.05425,0.061,177.7064431,0.109213662,12,-0.140397663,0.039920938,0.043908981,0.807799053,1.414191219,0.034541472,0.697101048,4,-7.100883895,-0.005621967,4
2.5515.19,0.1685,2.023285682,1.141357929,0.297121634,-7.061480966,-0.019051691,7.764433053,-0.909465111,0.005581395,0.951992839,617.594557,0.134328358,0.253731343,0.380597015,0.552238806,0.76119403,-2.30E-06,12.76024178,0.026,0.606313835,0.033333333,-0.03128982,-0.018972108,408.1259235,1.52E-32,0.051,0.053,169.4795505,0.450870178,12,1.261335455,0.041626795,0.215668267,0.768252859,1.414845968,0.149224835,0.780679001,4,-7.061480966,-0.00589491,4
2.5516.11,0.4195,6.330151332,1.313038044,0.317164179,-7.379414179,-0.022799212,112.8373608,-0.065398678,0.013084112,0.129923373,38.0469067,0.167619048,0.291428571,0.443809524,0.617142857,0.80952381,-2.60E-05,9.402283414,0.108,0.390858209,-0.033333333,-0.060429904,-0.070974719,544.167898,3.28E-112,0.23225,0.154,45.60287108,0.28532689,76,-0.494483166,0.161666675,0.421713945,0.818835704,1.413874152,0.359362259,0.067895616,28,-7.379414179,-0.021907793,4
2.5516.12,0.906,2.146065825,2.048171328,0.332389046,-6.324430595,-0.042694966,116.8909572,-0.054105388,0.028382214,0.081736528,39.70300441,0.127659574,0.270516717,0.439716312,0.585612969,0.758865248,-3.68E-05,15.47156482,0.213,0.451369216,-0.033333333,-0.162298705,-0.155825703,115.0236707,2.92E-90,0.4335,0.3775,20.86485865,-0.26370406,28,0.124706629,0.302834438,0.080048426,0.790339531,1.413256107,0.056928519,0.085096466,9,-6.324430595,-0.047883273,4
2.5516.33,2.306,35.51033639,2.090937799,0.366698749,-6.316270452,0.104237674,308.4416055,-0.020478011,0,0.03207397,5.716056944,0.293991416,0.482564378,0.628487124,0.775751073,0.899678112,8.89E-05,22.2868217,0.946,0.191530318,-0.233333333,-0.457614515,-0.554431886,286.209978,1.89E-201,2.338,1.5705,4.898312601,0.389123749,52,-1.294553403,1.288565167,0.297247308,0.896154628,1.386388102,0.295536256,0.024767123,20,-6.316270452,-0.204007282,4
2.5517.16,1.242,16.37657392,2.341732746,0.388785047,-6.249991589,0.036410406,494.0008815,-0.012651782,0,0.056819945,4.317942209,0.265844083,0.452047112,0.60459899,0.731912507,0.885586091,0.000162046,8.650897942,0.5225,0.210280374,0.3,-0.208909617,-0.286748151,379.6520219,2.41E-191,1.07725,0.54025,10.49390679,-0.126466648,72,-1.216401504,0.595109564,0.607015649,0.879170234,1.407877419,0.557381666,0.017191314,31,-6.249991589,-0.095217658,4
2.5517.24,0.129,0.393826121,1.066141397,0.311111111,-7.272287037,0.015365388,11.53695849,-0.630346988,0.004638219,0.838894952,1092.152758,0.15625,0.2890625,0.40625,0.5703125,0.8046875,4.86E-06,14.83574709,0.026,0.484259259,0.033333333,-0.01856691,-0.017604181,26.07833377,8.28E-15,0.052,0.042,185.2678045,-0.089535986,12,-0.049305732,0.039216529,0.327405874,0.800994109,1.414192992,0.246119981,0.603779092,5,-7.272287037,-0.005392599,4
2.5517.26,0.162,1.103770496,1.055662398,0.30176416,-7.177822656,-0.021635623,5.729956641,-1.25268359,0.001860465,1.0843502,201.946708,0.141791045,0.253731343,0.395522388,0.567164179,0.76119403,-3.00E-06,5.304740405,0.026,0.587743733,0.166666667,-0.030100334,-0.018673356,23.22195866,1.29E-53,0.053,0.048,176.0517712,-0.396058382,12,0.925065861,0.040733059,0.275087848,0.782494143,1.414847831,0.199107331,0.813331827,4,-7.177822656,-0.005674849,4
2.5627.4543,0.493,1.449344888,1.868832319,0.297974928,-7.05012054,-0.034654897,52.4449685,-0.134428921,0.029951691,0.143571608,23.39356252,0.115321252,0.225700165,0.357495881,0.505766063,0.738056013,6.35E-05,9.114191023,0.11,0.462873674,-0.1,-0.077763587,-0.086135944,170.0524681,1.83E-88,0.217,0.218,40.32077535,0.046991561,44,0.091523054,0.174682232,0.091192491,0.775749609,1.414464754,0.072650851,0.103290824,18,-7.05012054,-0.024777198,4
2.5627.4546,0.509,1.894846122,1.651787012,0.292156863,-6.851351961,-0.044773167,33.47530851,-0.204668822,0.02259332,0.345155985,33.01868115,0.151006711,0.263422819,0.399328859,0.555369128,0.775167785,-1.97E-05,7.392776522,0.1195,0.437254902,-0.1,-0.082690348,-0.086766633,794.6692707,4.92E-64,0.23825,0.254,37.81870564,0.342577203,24,0.059708797,0.180981065,0.191910067,0.795690191,1.413719455,0.143035087,0.240115264,11,-6.851351961,-0.02641538,4
2.5628.4376,0.5695,3.061571793,1.47761773,0.306703398,-7.692945822,-0.038498664,44.36148146,-0.173414989,0.02299908,0.106773815,9.920429346,0.127300613,0.239263804,0.363496933,0.550613497,0.779141104,-5.34E-06,4.896053029,0.119,0.483011938,0.033333333,-0.090001297,-0.084554532,134.9176607,8.66E-72,0.237,0.1755,40.5839201,0.205340389,36,-0.147809562,0.189390783,0.380175059,0.790498009,1.414435428,0.284870106,0.069218123,15,-7.692945822,-0.024618759,4
2.5628.4391,0.429,28.31494984,1.287967985,0.226794258,-7.174066029,-0.024489558,102.6926108,-0.069859613,0.039309684,0.203659833,12.68212165,0.137254902,0.262032086,0.409982175,0.604278075,0.830659537,-2.45E-05,4.362630348,0.107,0.403827751,0.1,-0.081740094,-0.077722361,469.4144649,1.05E-130,0.23,0.133,40.81181749,0.912302394,64,0.047120846,0.175615496,0.599648042,0.803929817,1.414467979,0.426395514,0.063889028,30,-7.174066029,-0.024479214,4
2.5628.4392,0.1995,1.662948764,1.210830507,0.334862385,-7.086023853,-0.023398376,13.85170524,-0.511563286,0.006433824,0.48059773,76.64686444,0.153846154,0.285067873,0.42081448,0.57918552,0.787330317,1.74E-05,4.745405243,0.0455,0.436697248,-0.033333333,-0.030674847,-0.031168465,0.997315724,3.25E-36,0.093,0.09975,107.1482823,0.145286524,16,-0.345216956,0.066072433,0.104952615,0.810797793,1.414152274,0.084717867,0.430333022,6,-7.086023853,-0.009324331,4
2.5628.4396,0.4065,1.058631727,1.401110141,0.292523364,-6.909092523,-0.031883962,31.67967993,-0.218092245,0.024344569,0.324665335,48.46862038,0.134474328,0.249388753,0.391198044,0.550122249,0.765281174,-3.21E-05,8.963543237,0.08,0.508411215,-0.1,-0.067293777,-0.05918958,51.00023286,1.06E-33,0.15975,0.136,55.25392508,0.118050859,16,0.325062868,0.124924926,0.287861933,0.779130178,1.413983238,0.207834123,0.240862478,7,-6.909092523,-0.018081235,4
2.5628.4410,0.378,2.105966601,1.266501302,0.35892692,-6.63446346,-0.028917484,44.14155745,-0.150299714,0.006487488,0.381474632,42.31967219,0.177383592,0.319290466,0.465631929,0.629711752,0.807095344,1.08E-05,6.077529567,0.104,0.369102683,-0.233333333,-0.060587792,-0.067972871,56.88166181,2.34E-59,0.21,0.13375,47.71696838,0.117666559,20,-0.57614081,0.138911191,0.419543529,0.827644705,1.414556801,0.336648997,0.181476994,8,-6.63446346,-0.020937818,4
